location,week,first_dose,second_dose,vaccine,white_prop,black_prop,asian_prop,hispanic_prop
Ohio,2020-01-04,70200,70200,pfizer,0.786,0.122,0.023,0.04
Oklahoma,2020-01-04,23400,23400,pfizer,0.65,0.069,0.021,0.111
Oregon,2020-01-04,25350,25350,pfizer,0.75,0.018,0.047,0.134
Pennsylvania,2020-01-04,69225,69225,pfizer,0.76,0.104,0.035,0.078
Puerto Rico,2020-01-04,21450,21450,pfizer,0.013,0.001,0,0.982
Rhode Island,2020-01-04,6825,6825,pfizer,0.705,0.059,0.033,0.166
South Carolina,2020-01-04,30225,30225,pfizer,0.637,0.262,0.017,0.057
South Dakota,2020-01-04,5850,5850,pfizer,0.819,0.022,0.013,0.037
Tennessee,2020-01-04,39975,39975,pfizer,0.736,0.164,0.018,0.057
Texas,2020-01-04,158925,158925,pfizer,0.411,0.117,0.05,0.4
Utah,2020-01-04,16575,16575,pfizer,0.778,0.01,0.023,0.144
Vermont,2020-01-04,3900,3900,pfizer,0.928,0.011,0.016,0.018
Virginia,2020-01-04,50700,50700,pfizer,0.613,0.189,0.067,0.096
Washington,2020-01-04,44850,44850,pfizer,0.675,0.038,0.089,0.13
West Virginia,2020-01-04,11700,11700,pfizer,0.925,0.032,0.008,0.014
Wisconsin,2020-01-04,35100,35100,pfizer,0.811,0.062,0.03,0.071
Wyoming,2020-01-04,3900,3900,pfizer,0.838,0.01,0.006,0.101
Alabama,2020-12-28,38025,38025,pfizer,0.654,0.265,0.014,0.044
Alaska,2020-12-28,0,0,pfizer,0.6,0.022,0.06,0.07
Arizona,2020-12-28,53625,53625,pfizer,0.542,0.043,0.033,0.318
Arkansas,2020-12-28,23400,23400,pfizer,0.721,0.152,0.016,0.078
California,2020-12-28,297375,297375,pfizer,0.364,0.053,0.147,0.395
Colorado,2020-12-28,42900,42900,pfizer,0.678,0.038,0.032,0.218
Connecticut,2020-12-28,28275,28275,pfizer,0.657,0.1,0.046,0.169
Delaware,2020-12-28,7800,7800,pfizer,0.614,0.218,0.039,0.097
District of Columbia,2020-12-28,5850,5850,pfizer,0.367,0.45,0.037,0.112
Florida,2020-12-28,162825,162825,pfizer,0.53,0.15,0.027,0.266
Georgia,2020-12-28,77025,77025,pfizer,0.52,0.313,0.041,0.098
Hawaii,2020-12-28,11700,11700,pfizer,0.204,0.012,0.394,0.103
Idaho,2020-12-28,12675,12675,pfizer,0.816,0.007,0.012,0.129
Illinois,2020-12-28,78000,78000,pfizer,0.609,0.136,0.056,0.176
Indiana,2020-12-28,50700,50700,pfizer,0.786,0.092,0.024,0.072
Iowa,2020-12-28,24375,24375,pfizer,0.853,0.039,0.023,0.063
Kansas,2020-12-28,22425,22425,pfizer,0.757,0.055,0.028,0.122
Kentucky,2020-12-28,34125,34125,pfizer,0.845,0.08,0.016,0.037
Louisiana,2020-12-28,36075,36075,pfizer,0.588,0.319,0.017,0.052
Maine,2020-12-28,10725,10725,pfizer,0.932,0.014,0.011,0.017
Maryland,2020-12-28,46800,46800,pfizer,0.499,0.296,0.064,0.106
Massachusetts,2020-12-28,54600,54600,pfizer,0.705,0.07,0.067,0.124
Michigan,2020-12-28,77025,77025,pfizer,0.749,0.134,0.032,0.053
Minnesota,2020-12-28,42900,42900,pfizer,0.791,0.064,0.049,0.056
Mississippi,2020-12-28,22425,22425,pfizer,0.566,0.376,0.01,0.03
Missouri,2020-12-28,46800,46800,pfizer,0.794,0.112,0.021,0.043
Montana,2020-12-28,8775,8775,pfizer,0.861,0.006,0.008,0.037
Nebraska,2020-12-28,14625,14625,pfizer,0.785,0.048,0.024,0.113
Nevada,2020-12-28,22425,22425,pfizer,0.478,0.092,0.085,0.293
New Hampshire,2020-12-28,10725,10725,pfizer,0.898,0.013,0.026,0.039
New Jersey,2020-12-28,68250,68250,pfizer,0.545,0.124,0.096,0.21
New Mexico,2020-12-28,16575,16575,pfizer,0.367,0.017,0.016,0.495
New York,2020-12-28,87750,87750,pfizer,0.552,0.14,0.086,0.193
North Carolina,2020-12-28,78000,78000,pfizer,0.627,0.209,0.029,0.097
North Dakota,2020-12-28,5850,5850,pfizer,0.841,0.024,0.014,0.04
Ohio,2020-12-28,89700,89700,pfizer,0.786,0.122,0.023,0.04
Oklahoma,2020-12-28,29250,29250,pfizer,0.65,0.069,0.021,0.111
Oregon,2020-12-28,32175,32175,pfizer,0.75,0.018,0.047,0.134
Pennsylvania,2020-12-28,88725,88725,pfizer,0.76,0.104,0.035,0.078
Puerto Rico,2020-12-28,27300,27300,pfizer,0.013,0.001,0,0.982
Rhode Island,2020-12-28,8775,8775,pfizer,0.705,0.059,0.033,0.166
South Carolina,2020-12-28,39000,39000,pfizer,0.637,0.262,0.017,0.057
South Dakota,2020-12-28,6825,6825,pfizer,0.819,0.022,0.013,0.037
Tennessee,2020-12-28,51675,51675,pfizer,0.736,0.164,0.018,0.057
Texas,2020-12-28,203775,203775,pfizer,0.411,0.117,0.05,0.4
Utah,2020-12-28,21450,21450,pfizer,0.778,0.01,0.023,0.144
Vermont,2020-12-28,5850,5850,pfizer,0.928,0.011,0.016,0.018
Virginia,2020-12-28,65325,65325,pfizer,0.613,0.189,0.067,0.096
Washington,2020-12-28,57525,57525,pfizer,0.675,0.038,0.089,0.13
West Virginia,2020-12-28,14625,14625,pfizer,0.925,0.032,0.008,0.014
Wisconsin,2020-12-28,44850,44850,pfizer,0.811,0.062,0.03,0.071
Wyoming,2020-12-28,4875,4875,pfizer,0.838,0.01,0.006,0.101
Alabama,2020-12-21,29250,29250,pfizer,0.654,0.265,0.014,0.044
Alaska,2020-12-21,0,0,pfizer,0.6,0.022,0.06,0.07
Arizona,2020-12-21,41925,41925,pfizer,0.542,0.043,0.033,0.318
Arkansas,2020-12-21,18525,18525,pfizer,0.721,0.152,0.016,0.078
California,2020-12-21,233025,233025,pfizer,0.364,0.053,0.147,0.395
Colorado,2020-12-21,33150,33150,pfizer,0.678,0.038,0.032,0.218
Connecticut,2020-12-21,22425,22425,pfizer,0.657,0.1,0.046,0.169
Delaware,2020-12-21,5850,5850,pfizer,0.614,0.218,0.039,0.097
District of Columbia,2020-12-21,4875,4875,pfizer,0.367,0.45,0.037,0.112
Florida,2020-12-21,127725,127725,pfizer,0.53,0.15,0.027,0.266
Georgia,2020-12-21,60450,60450,pfizer,0.52,0.313,0.041,0.098
Hawaii,2020-12-21,8775,8775,pfizer,0.204,0.012,0.394,0.103
Idaho,2020-12-21,9750,9750,pfizer,0.816,0.007,0.012,0.129
Illinois,2020-12-21,60450,60450,pfizer,0.609,0.136,0.056,0.176
Indiana,2020-12-21,39975,39975,pfizer,0.786,0.092,0.024,0.072
Iowa,2020-12-21,19500,19500,pfizer,0.853,0.039,0.023,0.063
Kansas,2020-12-21,17550,17550,pfizer,0.757,0.055,0.028,0.122
Kentucky,2020-12-21,27300,27300,pfizer,0.845,0.08,0.016,0.037
Louisiana,2020-12-21,28275,28275,pfizer,0.588,0.319,0.017,0.052
Maine,2020-12-21,8775,8775,pfizer,0.932,0.014,0.011,0.017
Maryland,2020-12-21,36075,36075,pfizer,0.499,0.296,0.064,0.106
Massachusetts,2020-12-21,42900,42900,pfizer,0.705,0.07,0.067,0.124
Michigan,2020-12-21,60450,60450,pfizer,0.749,0.134,0.032,0.053
Minnesota,2020-12-21,33150,33150,pfizer,0.791,0.064,0.049,0.056
Mississippi,2020-12-21,17550,17550,pfizer,0.566,0.376,0.01,0.03
Missouri,2020-12-21,37050,37050,pfizer,0.794,0.112,0.021,0.043
Montana,2020-12-21,6825,6825,pfizer,0.861,0.006,0.008,0.037
Nebraska,2020-12-21,11700,11700,pfizer,0.785,0.048,0.024,0.113
Nevada,2020-12-21,17550,17550,pfizer,0.478,0.092,0.085,0.293
New Hampshire,2020-12-21,8775,8775,pfizer,0.898,0.013,0.026,0.039
New Jersey,2020-12-21,53625,53625,pfizer,0.545,0.124,0.096,0.21
New Mexico,2020-12-21,12675,12675,pfizer,0.367,0.017,0.016,0.495
New York,2020-12-21,68250,68250,pfizer,0.552,0.14,0.086,0.193
North Carolina,2020-12-21,61425,61425,pfizer,0.627,0.209,0.029,0.097
North Dakota,2020-12-21,4875,4875,pfizer,0.841,0.024,0.014,0.04
Ohio,2020-12-21,70200,70200,pfizer,0.786,0.122,0.023,0.04
Oklahoma,2020-12-21,23400,23400,pfizer,0.65,0.069,0.021,0.111
Oregon,2020-12-21,25350,25350,pfizer,0.75,0.018,0.047,0.134
Pennsylvania,2020-12-21,69225,69225,pfizer,0.76,0.104,0.035,0.078
Puerto Rico,2020-12-21,21450,21450,pfizer,0.013,0.001,0,0.982
Rhode Island,2020-12-21,6825,6825,pfizer,0.705,0.059,0.033,0.166
South Carolina,2020-12-21,30225,30225,pfizer,0.637,0.262,0.017,0.057
South Dakota,2020-12-21,5850,5850,pfizer,0.819,0.022,0.013,0.037
Tennessee,2020-12-21,39975,39975,pfizer,0.736,0.164,0.018,0.057
Texas,2020-12-21,159900,159900,pfizer,0.411,0.117,0.05,0.4
Utah,2020-12-21,16575,16575,pfizer,0.778,0.01,0.023,0.144
Vermont,2020-12-21,4875,4875,pfizer,0.928,0.011,0.016,0.018
Virginia,2020-12-21,50700,50700,pfizer,0.613,0.189,0.067,0.096
Washington,2020-12-21,44850,44850,pfizer,0.675,0.038,0.089,0.13
West Virginia,2020-12-21,11700,11700,pfizer,0.925,0.032,0.008,0.014
Wisconsin,2020-12-21,35100,35100,pfizer,0.811,0.062,0.03,0.071
Wyoming,2020-12-21,3900,3900,pfizer,0.838,0.01,0.006,0.101
Alabama,2020-12-14,40950,40950,pfizer,0.654,0.265,0.014,0.044
Alaska,2020-12-14,35100,35100,pfizer,0.6,0.022,0.06,0.07
Arizona,2020-12-14,58500,58500,pfizer,0.542,0.043,0.033,0.318
Arkansas,2020-12-14,25350,25350,pfizer,0.721,0.152,0.016,0.078
California,2020-12-14,327600,327600,pfizer,0.364,0.053,0.147,0.395
Colorado,2020-12-14,46800,46800,pfizer,0.678,0.038,0.032,0.218
Connecticut,2020-12-14,31200,31200,pfizer,0.657,0.1,0.046,0.169
Delaware,2020-12-14,8775,8775,pfizer,0.614,0.218,0.039,0.097
District of Columbia,2020-12-14,6825,6825,pfizer,0.367,0.45,0.037,0.112
Florida,2020-12-14,179400,179400,pfizer,0.53,0.15,0.027,0.266
Georgia,2020-12-14,84825,84825,pfizer,0.52,0.313,0.041,0.098
Hawaii,2020-12-14,12675,12675,pfizer,0.204,0.012,0.394,0.103
Idaho,2020-12-14,13650,13650,pfizer,0.816,0.007,0.012,0.129
Illinois,2020-12-14,85800,85800,pfizer,0.609,0.136,0.056,0.176
Indiana,2020-12-14,55575,55575,pfizer,0.786,0.092,0.024,0.072
Iowa,2020-12-14,26325,26325,pfizer,0.853,0.039,0.023,0.063
Kansas,2020-12-14,24375,24375,pfizer,0.757,0.055,0.028,0.122
Kentucky,2020-12-14,38025,38025,pfizer,0.845,0.08,0.016,0.037
Louisiana,2020-12-14,39000,39000,pfizer,0.588,0.319,0.017,0.052
Maine,2020-12-14,12675,12675,pfizer,0.932,0.014,0.011,0.017
Maryland,2020-12-14,50700,50700,pfizer,0.499,0.296,0.064,0.106
Massachusetts,2020-12-14,59475,59475,pfizer,0.705,0.07,0.067,0.124
Michigan,2020-12-14,84825,84825,pfizer,0.749,0.134,0.032,0.053
Minnesota,2020-12-14,46800,46800,pfizer,0.791,0.064,0.049,0.056
Mississippi,2020-12-14,25350,25350,pfizer,0.566,0.376,0.01,0.03
Missouri,2020-12-14,51675,51675,pfizer,0.794,0.112,0.021,0.043
Montana,2020-12-14,9750,9750,pfizer,0.861,0.006,0.008,0.037
Nebraska,2020-12-14,16575,16575,pfizer,0.785,0.048,0.024,0.113
Nevada,2020-12-14,25350,25350,pfizer,0.478,0.092,0.085,0.293
New Hampshire,2020-12-14,12675,12675,pfizer,0.898,0.013,0.026,0.039
New Jersey,2020-12-14,76050,76050,pfizer,0.545,0.124,0.096,0.21
New Mexico,2020-12-14,17550,17550,pfizer,0.367,0.017,0.016,0.495
New York,2020-12-14,96525,96525,pfizer,0.552,0.14,0.086,0.193
North Carolina,2020-12-14,85800,85800,pfizer,0.627,0.209,0.029,0.097
North Dakota,2020-12-14,6825,6825,pfizer,0.841,0.024,0.014,0.04
Ohio,2020-12-14,98475,98475,pfizer,0.786,0.122,0.023,0.04
Oklahoma,2020-12-14,33150,33150,pfizer,0.65,0.069,0.021,0.111
Oregon,2020-12-14,35100,35100,pfizer,0.75,0.018,0.047,0.134
Pennsylvania,2020-12-14,97500,97500,pfizer,0.76,0.104,0.035,0.078
Puerto Rico,2020-12-14,30225,30225,pfizer,0.013,0.001,0,0.982
Rhode Island,2020-12-14,9750,9750,pfizer,0.705,0.059,0.033,0.166
South Carolina,2020-12-14,42900,42900,pfizer,0.637,0.262,0.017,0.057
South Dakota,2020-12-14,7800,7800,pfizer,0.819,0.022,0.013,0.037
Tennessee,2020-12-14,56550,56550,pfizer,0.736,0.164,0.018,0.057
Texas,2020-12-14,224250,224250,pfizer,0.411,0.117,0.05,0.4
Utah,2020-12-14,23400,23400,pfizer,0.778,0.01,0.023,0.144
Vermont,2020-12-14,5850,5850,pfizer,0.928,0.011,0.016,0.018
Virginia,2020-12-14,72150,72150,pfizer,0.613,0.189,0.067,0.096
Washington,2020-12-14,62400,62400,pfizer,0.675,0.038,0.089,0.13
West Virginia,2020-12-14,16575,16575,pfizer,0.925,0.032,0.008,0.014
Wisconsin,2020-12-14,49725,49725,pfizer,0.811,0.062,0.03,0.071
Wyoming,2020-12-14,4875,4875,pfizer,0.838,0.01,0.006,0.101
